text,label,tokens
natalius pigai persen warga papua pilih prabowogibran,Politik,"['natalius', 'pigai', 'persen', 'warga', 'papua', 'pilih', 'prabowogibran']"
seolaholah agenda prabowo calon presiden itu agenda negara sedang apa dilaksankan dekat pilpres tugas kemarin bibit pupuk tugas menteri,Sosial Budaya,"['seolaholah', 'agenda', 'prabowo', 'calon', 'presiden', 'itu', 'agenda', 'negara', 'sedang', 'apa', 'dilaksankan', 'dekat', 'pilpres', 'tugas', 'kemarin', 'bibit', 'pupuk', 'tugas', 'menteri']"
dahsyat semangat ubah paku integritas paslon amin aniesmuhaimin,Politik,"['dahsyat', 'semangat', 'ubah', 'paku', 'integritas', 'paslon', 'amin', 'aniesmuhaimin']"
alas anies yang best daripada calon presiden,Politik,"['alas', 'anies', 'yang', 'best', 'daripada', 'calon', 'presiden']"
mahasiswa lawan dinasti politik jokowi mahasiswa tolak prabowo kuliah kerja nyata jahat bangun dinasti politik jahat sadar terus kuliah kerja nyata layan dinasti politik khianat bedebah mahasiswa lawan,Politik,"['mahasiswa', 'lawan', 'dinasti', 'politik', 'jokowi', 'mahasiswa', 'tolak', 'prabowo', 'kuliah', 'kerja', 'nyata', 'jahat', 'bangun', 'dinasti', 'politik', 'jahat', 'sadar', 'terus', 'kuliah', 'kerja', 'nyata', 'layan', 'dinasti', 'politik', 'khianat', 'bedebah', 'mahasiswa', 'lawan']"
memang pinter abah anies nonton peluk arti pesan rakyat tonton,Politik,"['memang', 'pinter', 'abah', 'anies', 'nonton', 'peluk', 'arti', 'pesan', 'rakyat', 'tonton']"
emak emak keren emak emak warga nu satu menang amin aniesimin pilpres,Politik,"['emak', 'emak', 'keren', 'emak', 'emak', 'warga', 'nu', 'satu', 'menang', 'amin', 'aniesimin', 'pilpres']"
pasu pnguin gaspol ajak teman baya dukung ganjarmahfud indonesia,Politik,"['pasu', 'pnguin', 'gaspol', 'ajak', 'teman', 'baya', 'dukung', 'ganjarmahfud', 'indonesia']"
lebih baik kamu acara desak anies aju statetment kamu sana lebih baik kamu jakarta temuin pendeta yang gereja sertifikat izin diri bangun saudara tionghoa sa,Ekonomi,"['lebih', 'baik', 'kamu', 'acara', 'desak', 'anies', 'aju', 'statetment', 'kamu', 'sana', 'lebih', 'baik', 'kamu', 'jakarta', 'temuin', 'pendeta', 'yang', 'gereja', 'sertifikat', 'izin', 'diri', 'bangun', 'saudara', 'tionghoa', 'sa']"
anies balas insiden videotron kpopers yang ditakedown survei tembus panik silah rakyat nilai,Politik,"['anies', 'balas', 'insiden', 'videotron', 'kpopers', 'yang', 'ditakedown', 'survei', 'tembus', 'panik', 'silah', 'rakyat', 'nilai']"
pakai hambat anies cabut izin lokasi helikopter larang darat baliho rusak tayang anies videotron hilang,Politik,"['pakai', 'hambat', 'anies', 'cabut', 'izin', 'lokasi', 'helikopter', 'larang', 'darat', 'baliho', 'rusak', 'tayang', 'anies', 'videotron', 'hilang']"
alhamdulillah elektabilitas prabowo gibran yang atas rendah orang debat sebar informasi yang bohong bodoh rakyat,Politik,"['alhamdulillah', 'elektabilitas', 'prabowo', 'gibran', 'yang', 'atas', 'rendah', 'orang', 'debat', 'sebar', 'informasi', 'yang', 'bohong', 'bodoh', 'rakyat']"
luas jogja rb hektar luas jakarta rb hektar luas singapura rb hektar anies bicara timpang orang tanah rb hektar prajurit tentara nasional indonesia yang jaga daulat negara yang tidak rumah,Politik,"['luas', 'jogja', 'rb', 'hektar', 'luas', 'jakarta', 'rb', 'hektar', 'luas', 'singapura', 'rb', 'hektar', 'anies', 'bicara', 'timpang', 'orang', 'tanah', 'rb', 'hektar', 'prajurit', 'tentara', 'nasional', 'indonesia', 'yang', 'jaga', 'daulat', 'negara', 'yang', 'tidak', 'rumah']"
ganjar pranowo kan syarat kerja,Politik,"['ganjar', 'pranowo', 'kan', 'syarat', 'kerja']"
anggap langgar pasal ayat huruf undangundang nomor wajib diskualisifikasi masuk ranah pidana hina netijen bawaslu nilai umpat prabowo masuk pidana pilih umum,Politik,"['anggap', 'langgar', 'pasal', 'ayat', 'huruf', 'undangundang', 'nomor', 'wajib', 'diskualisifikasi', 'masuk', 'ranah', 'pidana', 'hina', 'netijen', 'bawaslu', 'nilai', 'umpat', 'prabowo', 'masuk', 'pidana', 'pilih', 'umum']"
dukung gasadar kalau kagum personal personality anies backlash saja tahun ekuivalen kagum sama personality gemoy mikroekspresi prabs diributin tiktok beda kayak organik,Politik,"['dukung', 'gasadar', 'kalau', 'kagum', 'personal', 'personality', 'anies', 'backlash', 'saja', 'tahun', 'ekuivalen', 'kagum', 'sama', 'personality', 'gemoy', 'mikroekspresi', 'prabs', 'diributin', 'tiktok', 'beda', 'kayak', 'organik']"
eh pesan erick thohir asik banget ini pokok prabowo ayom toleransi jagain satu umat agama keren titipkankerukunan utkindonesia,Politik,"['eh', 'pesan', 'erick', 'thohir', 'asik', 'banget', 'ini', 'pokok', 'prabowo', 'ayom', 'toleransi', 'jagain', 'satu', 'umat', 'agama', 'keren', 'titipkankerukunan', 'utkindonesia']"
baliho prabowogibran tutup trotoar jakarta koalisi pejal kaki rampas hak tunanetra disabilitas,Politik,"['baliho', 'prabowogibran', 'tutup', 'trotoar', 'jakarta', 'koalisi', 'pejal', 'kaki', 'rampas', 'hak', 'tunanetra', 'disabilitas']"
kiki daliyo ganjar pranowo gaspol ganjar ganjar erti mari jaga rawat hebat lulus kerja,Ideologi,"['kiki', 'daliyo', 'ganjar', 'pranowo', 'gaspol', 'ganjar', 'ganjar', 'erti', 'mari', 'jaga', 'rawat', 'hebat', 'lulus', 'kerja']"
dukung prabowo gerangan ajengan muda deklarasi dukung prabowo presiden darijabar untukindonesia,Politik,"['dukung', 'prabowo', 'gerangan', 'ajengan', 'muda', 'deklarasi', 'dukung', 'prabowo', 'presiden', 'darijabar', 'untukindonesia']"
lingkung yang sehat pikir masyarakat sehat cocok anies bawa ubah yang indonesia,Sosial Budaya,"['lingkung', 'yang', 'sehat', 'pikir', 'masyarakat', 'sehat', 'cocok', 'anies', 'bawa', 'ubah', 'yang', 'indonesia']"
tamantaman kembang anies kontribusi kelola air udara kota,Sumber Daya Alam,"['tamantaman', 'kembang', 'anies', 'kontribusi', 'kelola', 'air', 'udara', 'kota']"
hasil bangun jawa timur bukti nyata ganjar pranowo milik mampu komitmen pimpin indonesia ganjar mahfud hebat pimpin indonesia,Politik,"['hasil', 'bangun', 'jawa', 'timur', 'bukti', 'nyata', 'ganjar', 'pranowo', 'milik', 'mampu', 'komitmen', 'pimpin', 'indonesia', 'ganjar', 'mahfud', 'hebat', 'pimpin', 'indonesia']"
taman ismail marzuki hukum ganjar mahfud bicara anggap sebar isu bohong masuk delik adu arti rugi sebar lapor komandan distrik militer kepala polisi resort kepala kejaksanaan negeri pj bupati batu bara biar clear tidak tangkap pagi buta,Politik,"['taman', 'ismail', 'marzuki', 'hukum', 'ganjar', 'mahfud', 'bicara', 'anggap', 'sebar', 'isu', 'bohong', 'masuk', 'delik', 'adu', 'arti', 'rugi', 'sebar', 'lapor', 'komandan', 'distrik', 'militer', 'kepala', 'polisi', 'resort', 'kepala', 'kejaksanaan', 'negeri', 'pj', 'bupati', 'batu', 'bara', 'biar', 'clear', 'tidak', 'tangkap', 'pagi', 'buta']"
ketua partai demokrat agak gundul sedikit harimurti prabowo serang banten,Politik,"['ketua', 'partai', 'demokrat', 'agak', 'gundul', 'sedikit', 'harimurti', 'prabowo', 'serang', 'banten']"
tingkat sejahtera desa tingkat prabowo gibran,Ekonomi,"['tingkat', 'sejahtera', 'desa', 'tingkat', 'prabowo', 'gibran']"
al fatihah alm lambang babar purnomo alumnus arkeologi universitas gadjah mada duga bunuh saksi curi palsu arca museum radya pustaka libat hashim djojohadikusumo adik prabowo,Politik,"['al', 'fatihah', 'alm', 'lambang', 'babar', 'purnomo', 'alumnus', 'arkeologi', 'universitas', 'gadjah', 'mada', 'duga', 'bunuh', 'saksi', 'curi', 'palsu', 'arca', 'museum', 'radya', 'pustaka', 'libat', 'hashim', 'djojohadikusumo', 'adik', 'prabowo']"
calon presiden republik indonesia nomor urut ganjar pranowo langgar konstitusi atur dasar negara sanksi hukum,Ideologi,"['calon', 'presiden', 'republik', 'indonesia', 'nomor', 'urut', 'ganjar', 'pranowo', 'langgar', 'konstitusi', 'atur', 'dasar', 'negara', 'sanksi', 'hukum']"
debat calon presiden malam anies hasil rujak prabowo aneka gasasan visioner konstruktif agence madagascar de presse cemerlang anies raih dukung luas rakyat pimpin republik indonesia tampil bangsa mandiri cerdas agence madagascar de presse tangguh arena dinamika global keren fa,Politik,"['debat', 'calon', 'presiden', 'malam', 'anies', 'hasil', 'rujak', 'prabowo', 'aneka', 'gasasan', 'visioner', 'konstruktif', 'agence', 'madagascar', 'de', 'presse', 'cemerlang', 'anies', 'raih', 'dukung', 'luas', 'rakyat', 'pimpin', 'republik', 'indonesia', 'tampil', 'bangsa', 'mandiri', 'cerdas', 'agence', 'madagascar', 'de', 'presse', 'tangguh', 'arena', 'dinamika', 'global', 'keren', 'fa']"
alumni gadjah mada deklarasi dukung aniesmuhaimin pilpres,Politik,"['alumni', 'gadjah', 'mada', 'deklarasi', 'dukung', 'aniesmuhaimin', 'pilpres']"
ganjar mahfud bentuk duta siber kuat sistem tahan aman data informasi gaza megawati soekarnoputri presiden persero batas tmi emaknya umur,Pertahanan dan Keamanan,"['ganjar', 'mahfud', 'bentuk', 'duta', 'siber', 'kuat', 'sistem', 'tahan', 'aman', 'data', 'informasi', 'gaza', 'megawati', 'soekarnoputri', 'presiden', 'persero', 'batas', 'tmi', 'emaknya', 'umur']"
tolak lupa alas kenapa tidak gabung dengan tim prabowo tidak prabowo yang sejarah kelam culik aktivis bangsa silah nilai politis orang,Politik,"['tolak', 'lupa', 'alas', 'kenapa', 'tidak', 'gabung', 'dengan', 'tim', 'prabowo', 'tidak', 'prabowo', 'yang', 'sejarah', 'kelam', 'culik', 'aktivis', 'bangsa', 'silah', 'nilai', 'politis', 'orang']"
keren gama youth camp jambore rawan muda ganjar mahfud hadir tpm taman ismail marzuki menang muda gama rawan muda indonesia satu rapat baris kuat konsolidasi menang ganjar mahfud,Politik,"['keren', 'gama', 'youth', 'camp', 'jambore', 'rawan', 'muda', 'ganjar', 'mahfud', 'hadir', 'tpm', 'taman', 'ismail', 'marzuki', 'menang', 'muda', 'gama', 'rawan', 'muda', 'indonesia', 'satu', 'rapat', 'baris', 'kuat', 'konsolidasi', 'menang', 'ganjar', 'mahfud']"
kelas komitmen anies berantas korupsi negara rabu januari,Politik,"['kelas', 'komitmen', 'anies', 'berantas', 'korupsi', 'negara', 'rabu', 'januari']"
abah anies janji revisi undang komisi berantas korupsi kembali percaya publik calon presiden calon presiden nomor urut anies baswedan janji benah komisi berantas korupsi komisi berantas korupsi tang pilih presiden pilpres langkah anies benah lembaga antirasuah revisi undangundang undang nomor ubah undang nomor komisi berantas tindak pidana korupsi anies langkah revisi undang tuju kembali percaya publik kembali komisi berantas korupsi lembaga milik mampu berantas korupsi kembali komisi berantas korupsi wibawa legal revisi undangundang komisi berantas korupsi revisi kembali komisi berantas korupsi posisi kuat anies papar acara paku integritas calon presiden calon wakil presiden gedung komisi berantas korupsi jakarta rabu malam baik undang anies komitmen cipta standar etika tubuh komisi berantas korupsi anies unsur komisi berantas korupsi pegawai makan tidak ikut giat dana komisi berantas korupsi standar kembali komisi berantas korupsi undangundangnya kuat mandiri dalam pimpin staf kode etik anies anies baik rekrutmen tingkat pimpin tingkat pegawai usul presiden tingkat pimpin rekrutmen staf cari kerja berantas korupsi imbuh sumber,Politik,"['abah', 'anies', 'janji', 'revisi', 'undang', 'komisi', 'berantas', 'korupsi', 'kembali', 'percaya', 'publik', 'calon', 'presiden', 'calon', 'presiden', 'nomor', 'urut', 'anies', 'baswedan', 'janji', 'benah', 'komisi', 'berantas', 'korupsi', 'komisi', 'berantas', 'korupsi', 'tang', 'pilih', 'presiden', 'pilpres', 'langkah', 'anies', 'benah', 'lembaga', 'antirasuah', 'revisi', 'undangundang', 'undang', 'nomor', 'ubah', 'undang', 'nomor', 'komisi', 'berantas', 'tindak', 'pidana', 'korupsi', 'anies', 'langkah', 'revisi', 'undang', 'tuju', 'kembali', 'percaya', 'publik', 'kembali', 'komisi', 'berantas', 'korupsi', 'lembaga', 'milik', 'mampu', 'berantas', 'korupsi', 'kembali', 'komisi', 'berantas', 'korupsi', 'wibawa', 'legal', 'revisi', 'undangundang', 'komisi', 'berantas', 'korupsi', 'revisi', 'kembali', 'komisi', 'berantas', 'korupsi', 'posisi', 'kuat', 'anies', 'papar', 'acara', 'paku', 'integritas', 'calon', 'presiden', 'calon', 'wakil', 'presiden', 'gedung', 'komisi', 'berantas', 'korupsi', 'jakarta', 'rabu', 'malam', 'baik', 'undang', 'anies', 'komitmen', 'cipta', 'standar', 'etika', 'tubuh', 'komisi', 'berantas', 'korupsi', 'anies', 'unsur', 'komisi', 'berantas', 'korupsi', 'pegawai', 'makan', 'tidak', 'ikut', 'giat', 'dana', 'komisi', 'berantas', 'korupsi', 'standar', 'kembali', 'komisi', 'berantas', 'korupsi', 'undangundangnya', 'kuat', 'mandiri', 'dalam', 'pimpin', 'staf', 'kode', 'etik', 'anies', 'anies', 'baik', 'rekrutmen', 'tingkat', 'pimpin', 'tingkat', 'pegawai', 'usul', 'presiden', 'tingkat', 'pimpin', 'rekrutmen', 'staf', 'cari', 'kerja', 'berantas', 'korupsi', 'imbuh', 'sumber']"
hasil survei bloomberg anies sosok presiden indonesia ganti jokowi prabowo ganjar hias pilpres,Politik,"['hasil', 'survei', 'bloomberg', 'anies', 'sosok', 'presiden', 'indonesia', 'ganti', 'jokowi', 'prabowo', 'ganjar', 'hias', 'pilpres']"
tongkang batubara warga miskin anies baswedan,Sosial Budaya,"['tongkang', 'batubara', 'warga', 'miskin', 'anies', 'baswedan']"
nreii ganjar mahfud titip pikir gagas program tingkat sumber daya manusia unggul indonesia timur danatau daerah kepulauanterimakasih,Geografi,"['nreii', 'ganjar', 'mahfud', 'titip', 'pikir', 'gagas', 'program', 'tingkat', 'sumber', 'daya', 'manusia', 'unggul', 'indonesia', 'timur', 'danatau', 'daerah', 'kepulauanterimakasih']"
warga jakarta dukung ganjar mahfud depan mnang ganjar agence madagascar de presse mahfud kawal orang pimpin indonesia,Politik,"['warga', 'jakarta', 'dukung', 'ganjar', 'mahfud', 'depan', 'mnang', 'ganjar', 'agence', 'madagascar', 'de', 'presse', 'mahfud', 'kawal', 'orang', 'pimpin', 'indonesia']"
tagar saksi dukung henti pasang inspiratif ganjar pranowo prof mahfud,Politik,"['tagar', 'saksi', 'dukung', 'henti', 'pasang', 'inspiratif', 'ganjar', 'pranowo', 'prof', 'mahfud']"
ganjar pranowo mahfud md perhati prajurit tentara nasional indonesia polisi republik indonesia program kuliah gratis mantap,Politik,"['ganjar', 'pranowo', 'mahfud', 'md', 'perhati', 'prajurit', 'tentara', 'nasional', 'indonesia', 'polisi', 'republik', 'indonesia', 'program', 'kuliah', 'gratis', 'mantap']"
ganjar mahfud hebat atempodotco prabowo subianto mahfud md dukung proyek percaya analisis anies baswedan kait dampak bersih kuatkankpk mahfud md,Politik,"['ganjar', 'mahfud', 'hebat', 'atempodotco', 'prabowo', 'subianto', 'mahfud', 'md', 'dukung', 'proyek', 'percaya', 'analisis', 'anies', 'baswedan', 'kait', 'dampak', 'bersih', 'kuatkankpk', 'mahfud', 'md']"
tidak sadar anies aga gera attack titan tutup debat pilpres tiga momen anies meraga gera anime attack titan kepal tangan kanan silang dada tangan kiri ambil gera gera istirahat gera pasu pembebesan anime attack titan perang lawan musuh bahasa jepang gera serta ria shinzou walk-over sasageyo abdi hati harfiah konteks attack titan pasu mati bebas,Sosial Budaya,"['tidak', 'sadar', 'anies', 'aga', 'gera', 'attack', 'titan', 'tutup', 'debat', 'pilpres', 'tiga', 'momen', 'anies', 'meraga', 'gera', 'anime', 'attack', 'titan', 'kepal', 'tangan', 'kanan', 'silang', 'dada', 'tangan', 'kiri', 'ambil', 'gera', 'gera', 'istirahat', 'gera', 'pasu', 'pembebesan', 'anime', 'attack', 'titan', 'perang', 'lawan', 'musuh', 'bahasa', 'jepang', 'gera', 'serta', 'ria', 'shinzou', 'walk-over', 'sasageyo', 'abdi', 'hati', 'harfiah', 'konteks', 'attack', 'titan', 'pasu', 'mati', 'bebas']"
artikel media nama israel jerusalem post edisi januari sorot publik indonesia jerusalem post prabowo pimpin kerjasama tani israel nyata rangkai temu nyata lapor hubung israelindonesia notabene negara duduk muslim besar erat prabowo bicara normalisasi israel serang intensif israel jalur gaza tewas ribu orang tengah oktober,Pertahanan dan Keamanan,"['artikel', 'media', 'nama', 'israel', 'jerusalem', 'post', 'edisi', 'januari', 'sorot', 'publik', 'indonesia', 'jerusalem', 'post', 'prabowo', 'pimpin', 'kerjasama', 'tani', 'israel', 'nyata', 'rangkai', 'temu', 'nyata', 'lapor', 'hubung', 'israelindonesia', 'notabene', 'negara', 'duduk', 'muslim', 'besar', 'erat', 'prabowo', 'bicara', 'normalisasi', 'israel', 'serang', 'intensif', 'israel', 'jalur', 'gaza', 'tewas', 'ribu', 'orang', 'tengah', 'oktober']"
turut tentara nasional indonesia kuat angkat darat angkat laut angkat udara prabowo subianto,Politik,"['turut', 'tentara', 'nasional', 'indonesia', 'kuat', 'angkat', 'darat', 'angkat', 'laut', 'angkat', 'udara', 'prabowo', 'subianto']"
negeri anut sistem demokrasi unik kampanye batal baliho turun videotron takedown lucu laku paslon survei rendah nomor amin anies deserve lebih baik,Politik,"['negeri', 'anut', 'sistem', 'demokrasi', 'unik', 'kampanye', 'batal', 'baliho', 'turun', 'videotron', 'takedown', 'lucu', 'laku', 'paslon', 'survei', 'rendah', 'nomor', 'amin', 'anies', 'deserve', 'lebih', 'baik']"
prabowo tutup kualitas kapabilitasnya bagai calon presiden dar malu hina rakyat indonesia perilaku seperti kesan bhw prabowo kecil makna pilpres salur unjuk kenegarawanan presiden yang nilai sikap ekspresi sombong bhw beli uang kuasa milik menang pilpres persetan kualitas pikir gagas suara rakyat tpstps hitung komoditas yang konversi digit angka menang komisi pilih umum konverternya hina selenggara pilih umum rakyat negara,Politik,"['prabowo', 'tutup', 'kualitas', 'kapabilitasnya', 'bagai', 'calon', 'presiden', 'dar', 'malu', 'hina', 'rakyat', 'indonesia', 'perilaku', 'seperti', 'kesan', 'bhw', 'prabowo', 'kecil', 'makna', 'pilpres', 'salur', 'unjuk', 'kenegarawanan', 'presiden', 'yang', 'nilai', 'sikap', 'ekspresi', 'sombong', 'bhw', 'beli', 'uang', 'kuasa', 'milik', 'menang', 'pilpres', 'persetan', 'kualitas', 'pikir', 'gagas', 'suara', 'rakyat', 'tpstps', 'hitung', 'komoditas', 'yang', 'konversi', 'digit', 'angka', 'menang', 'komisi', 'pilih', 'umum', 'konverternya', 'hina', 'selenggara', 'pilih', 'umum', 'rakyat', 'negara']"
anies baswedan kembali bebas berbicaradi jakarta coba bukan hanya kritik tapi fitnahdiputar balik yang lapor polisi nama pimpin anti kritikklo wowo masuk penjara yang tidak profesional,Politik,"['anies', 'baswedan', 'kembali', 'bebas', 'berbicaradi', 'jakarta', 'coba', 'bukan', 'hanya', 'kritik', 'tapi', 'fitnahdiputar', 'balik', 'yang', 'lapor', 'polisi', 'nama', 'pimpin', 'anti', 'kritikklo', 'wowo', 'masuk', 'penjara', 'yang', 'tidak', 'profesional']"
prabowo thrifting alat utama sistem senjata tentara nasional indonesia yaa pasar santa kali yaa coba search prabowo santa ah,Politik,"['prabowo', 'thrifting', 'alat', 'utama', 'sistem', 'senjata', 'tentara', 'nasional', 'indonesia', 'yaa', 'pasar', 'santa', 'kali', 'yaa', 'coba', 'search', 'prabowo', 'santa', 'ah']"
nasdem timbang jalur hukum edar hoaks rekam suara surya paloh marah anies,Politik,"['nasdem', 'timbang', 'jalur', 'hukum', 'edar', 'hoaks', 'rekam', 'suara', 'surya', 'paloh', 'marah', 'anies']"
aku jujur masyarakat papua perubahanmomen anies kunjung suku asli papua sambut hangat masyarakat papua cuaca hujan selasa januari,Sosial Budaya,"['aku', 'jujur', 'masyarakat', 'papua', 'perubahanmomen', 'anies', 'kunjung', 'suku', 'asli', 'papua', 'sambut', 'hangat', 'masyarakat', 'papua', 'cuaca', 'hujan', 'selasa', 'januari']"
anies panen singkong gorontalo hasil program food estate,Ekonomi,"['anies', 'panen', 'singkong', 'gorontalo', 'hasil', 'program', 'food', 'estate']"
kalang didik tengah bawah banyak kampung bini saya asli militan banget coi alesannya anis tidak tahu anis tidak tahu terima kasih sama prabowo anies tidak ke,Sosial Budaya,"['kalang', 'didik', 'tengah', 'bawah', 'banyak', 'kampung', 'bini', 'saya', 'asli', 'militan', 'banget', 'coi', 'alesannya', 'anis', 'tidak', 'tahu', 'anis', 'tidak', 'tahu', 'terima', 'kasih', 'sama', 'prabowo', 'anies', 'tidak', 'ke']"
akun resmi kemhan duga posting tagar prabowogibran hapus,Politik,"['akun', 'resmi', 'kemhan', 'duga', 'posting', 'tagar', 'prabowogibran', 'hapus']"
anies bukti rukun daerah khusus ibukota jakarta jaga perintah provinsi daerah khusus ibukota jakarta forum rukun umat agama forum rukun umat agama daerah khusus ibukota jakarta terima harmony award umum langsung menteri,Sosial Budaya,"['anies', 'bukti', 'rukun', 'daerah', 'khusus', 'ibukota', 'jakarta', 'jaga', 'perintah', 'provinsi', 'daerah', 'khusus', 'ibukota', 'jakarta', 'forum', 'rukun', 'umat', 'agama', 'forum', 'rukun', 'umat', 'agama', 'daerah', 'khusus', 'ibukota', 'jakarta', 'terima', 'harmony', 'award', 'umum', 'langsung', 'menteri']"
calon presiden ganjar pranowo bela konstitusi atur dasar negara,Ideologi,"['calon', 'presiden', 'ganjar', 'pranowo', 'bela', 'konstitusi', 'atur', 'dasar', 'negara']"
prabowo pimpin komitmen juang adil sejahtera rakyat kitaselaluada untukpragibs,Politik,"['prabowo', 'pimpin', 'komitmen', 'juang', 'adil', 'sejahtera', 'rakyat', 'kitaselaluada', 'untukpragibs']"
buruh tani nelayan karyawan dagang apa profesi dukung pilih anies baswedan anies baswedan kader rakyat visi misi profesional rakyat,Politik,"['buruh', 'tani', 'nelayan', 'karyawan', 'dagang', 'apa', 'profesi', 'dukung', 'pilih', 'anies', 'baswedan', 'anies', 'baswedan', 'kader', 'rakyat', 'visi', 'misi', 'profesional', 'rakyat']"
biar hak suara buang siasia pilih ganjar pranowo mahfud md pilih umum presiden jnk wujud citacita,Politik,"['biar', 'hak', 'suara', 'buang', 'siasia', 'pilih', 'ganjar', 'pranowo', 'mahfud', 'md', 'pilih', 'umum', 'presiden', 'jnk', 'wujud', 'citacita']"
woi dobol prabowo yang anies anies yang dongkrak partai gerindra yang yang bandarin yang biaya,Politik,"['woi', 'dobol', 'prabowo', 'yang', 'anies', 'anies', 'yang', 'dongkrak', 'partai', 'gerindra', 'yang', 'yang', 'bandarin', 'yang', 'biaya']"
saya berani taruh yang buat karang bunga orang pakai nama komunitas yang karang saya salah bentuk provokasi bentur masyarakat dengan tentara nasional indonesia orde baru sudah main sungguh keri kalau prabowo sampai kuasa,Pertahanan dan Keamanan,"['saya', 'berani', 'taruh', 'yang', 'buat', 'karang', 'bunga', 'orang', 'pakai', 'nama', 'komunitas', 'yang', 'karang', 'saya', 'salah', 'bentuk', 'provokasi', 'bentur', 'masyarakat', 'dengan', 'tentara', 'nasional', 'indonesia', 'orde', 'baru', 'sudah', 'main', 'sungguh', 'keri', 'kalau', 'prabowo', 'sampai', 'kuasa']"
saya kalau pilih pasang ganjar pranowo mahfud md ubah positif deh indonesia,Politik,"['saya', 'kalau', 'pilih', 'pasang', 'ganjar', 'pranowo', 'mahfud', 'md', 'ubah', 'positif', 'deh', 'indonesia']"
desak anies yogyakarta pindah izin tibatiba cabut,Pertahanan dan Keamanan,"['desak', 'anies', 'yogyakarta', 'pindah', 'izin', 'tibatiba', 'cabut']"
minggu spesial tani mas debat empat calon wakil presiden salut mas gibran milik gagas lanjut programprogram manfaat generasi muda indonesia hilir sumber daya alam ekonomi hijau oke gas,Sumber Daya Alam,"['minggu', 'spesial', 'tani', 'mas', 'debat', 'empat', 'calon', 'wakil', 'presiden', 'salut', 'mas', 'gibran', 'milik', 'gagas', 'lanjut', 'programprogram', 'manfaat', 'generasi', 'muda', 'indonesia', 'hilir', 'sumber', 'daya', 'alam', 'ekonomi', 'hijau', 'oke', 'gas']"
turun tangan nikita mirzani ancam anies baswedan serang prabowo subianto thread,Politik,"['turun', 'tangan', 'nikita', 'mirzani', 'ancam', 'anies', 'baswedan', 'serang', 'prabowo', 'subianto', 'thread']"
anies baswedan proxy dukung yaman fpi asi broadcasting union bakar baasyir freemason bangun khilafah disuppokader nu muhamadiyah tidak lupa dukung komunitas cinta perkutut kolaborasi sjw feminism masmas rohani islam celana cingkrang kpoper,Ideologi,"['anies', 'baswedan', 'proxy', 'dukung', 'yaman', 'fpi', 'asi', 'broadcasting', 'union', 'bakar', 'baasyir', 'freemason', 'bangun', 'khilafah', 'disuppokader', 'nu', 'muhamadiyah', 'tidak', 'lupa', 'dukung', 'komunitas', 'cinta', 'perkutut', 'kolaborasi', 'sjw', 'feminism', 'masmas', 'rohani', 'islam', 'celana', 'cingkrang', 'kpoper']"
lahan milik prabowo,Sumber Daya Alam,"['lahan', 'milik', 'prabowo']"
prabowo gagas proyek giant sea wall pantai utara tanggap pupr detikfinance,Politik,"['prabowo', 'gagas', 'proyek', 'giant', 'sea', 'wall', 'pantai', 'utara', 'tanggap', 'pupr', 'detikfinance']"
mari gerak ganjar pranowo ham selesai lapang kerja buka lebar program kartu tanda duduk sakti layan maksimal,Politik,"['mari', 'gerak', 'ganjar', 'pranowo', 'ham', 'selesai', 'lapang', 'kerja', 'buka', 'lebar', 'program', 'kartu', 'tanda', 'duduk', 'sakti', 'layan', 'maksimal']"
anies anggap arogan serang sisi personal prabowo tahu milik prabowo sungguh publik ketidakadilan prabowo kuasa rb tertawa lahan dengan status hak guna usaha krisis lahan alami tani akibat alih fungsi lahan akibat asai gelintir elite negara lahan faktor produksi tani efek krisis lahan dampak krisis pangan visimisi prabowogibran ungkit ekonomi pancasila prabowo cermin ekonomi pancasila gambar ideas,Ekonomi,"['anies', 'anggap', 'arogan', 'serang', 'sisi', 'personal', 'prabowo', 'tahu', 'milik', 'prabowo', 'sungguh', 'publik', 'ketidakadilan', 'prabowo', 'kuasa', 'rb', 'tertawa', 'lahan', 'dengan', 'status', 'hak', 'guna', 'usaha', 'krisis', 'lahan', 'alami', 'tani', 'akibat', 'alih', 'fungsi', 'lahan', 'akibat', 'asai', 'gelintir', 'elite', 'negara', 'lahan', 'faktor', 'produksi', 'tani', 'efek', 'krisis', 'lahan', 'dampak', 'krisis', 'pangan', 'visimisi', 'prabowogibran', 'ungkit', 'ekonomi', 'pancasila', 'prabowo', 'cermin', 'ekonomi', 'pancasila', 'gambar', 'ideas']"
yang ane maksud jaklingko tapi oke jakarta kerja rumah yang kalau jadi presiden mudah selesai jakarta sulit juga,Sumber Daya Alam,"['yang', 'ane', 'maksud', 'jaklingko', 'tapi', 'oke', 'jakarta', 'kerja', 'rumah', 'yang', 'kalau', 'jadi', 'presiden', 'mudah', 'selesai', 'jakarta', 'sulit', 'juga']"
ilmu mahal yang hati hati yang dengar abah anies ilmu hidup keluarga yang sentuh hati simak teman,Politik,"['ilmu', 'mahal', 'yang', 'hati', 'hati', 'yang', 'dengar', 'abah', 'anies', 'ilmu', 'hidup', 'keluarga', 'yang', 'sentuh', 'hati', 'simak', 'teman']"
